nRepsTask1,nRepsTask2,ImageFile,AnimateInanimate,ValenceScore,Rand,controlTaskOrder.thisRepN,controlTaskOrder.thisTrialN,controlTaskOrder.thisN,controlTaskOrder.thisIndex,part1.thisRepN,part1.thisTrialN,part1.thisN,part1.thisIndex,part2.thisRepN,part2.thisTrialN,part2.thisN,part2.thisIndex,trialsStudyImages2.thisRepN,trialsStudyImages2.thisTrialN,trialsStudyImages2.thisN,trialsStudyImages2.thisIndex,trialsReversed.thisRepN,trialsReversed.thisTrialN,trialsReversed.thisN,trialsReversed.thisIndex,trialsStudyImages.thisRepN,trialsStudyImages.thisTrialN,trialsStudyImages.thisN,trialsStudyImages.thisIndex,trialsOriginal.thisRepN,trialsOriginal.thisTrialN,trialsOriginal.thisN,trialsOriginal.thisIndex,key_resp.started,WelcomeText.started,key_resp.keys,key_resp.rt,text_2.started,text_2.stopped,key_resp_2.started,ConsentText.started,key_resp_2.keys,key_resp_2.rt,key_resp_3.started,InstructionText.started,key_resp_3.keys,key_resp_3.rt,key_resp_8.started,text_7.started,key_resp_8.keys,key_resp_8.rt,text_8.started,key_resp_13.started,key_resp_13.keys,key_resp_13.rt,key_resp_14.started,image_7.started,key_resp_14.keys,key_resp_14.rt,text_9.started,key_resp_15.started,key_resp_15.keys,key_resp_15.rt,key_resp_16.started,image_6.started,key_resp_16.keys,key_resp_16.corr,key_resp_16.rt,text_4.started,key_resp_4.started,key_resp_4.keys,key_resp_4.rt,image.started,key_resp_7.started,joystick.started,key_resp_7.keys,key_resp_7.corr,key_resp_7.rt,joystick.x,joystick.y,joystick.button_0,joystick.button_1,joystick.button_2,joystick.button_3,joystick.button_4,joystick.button_5,joystick.button_6,joystick.button_7,joystick.button_8,joystick.button_9,joystick.button_10,joystick.time,text_6.started,key_resp_6.started,key_resp_6.keys,key_resp_6.rt,image_2.started,key_resp_9.started,button_resp.started,key_resp_9.keys,key_resp_9.corr,key_resp_9.rt,button_resp.keys,image_2.stopped,key_resp_9.stopped,button_resp.stopped,key_resp_20.started,text_3.started,key_resp_20.keys,key_resp_20.rt,participant,session,group,date,expName,psychopyVersion,frameRate,
1,0,Images/Lake 2.jpg,2,6.3635,0.012122517432576752,0,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,,0,7,7,46,,,,,326.19711749997805,326.6983886999951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325.915892399993,325.915892399993,325.915892399993,1,0,0.25194309998187236,None,,,,,,,,,001,A,2022-10-21_18h57.52.159,psychopy,2022.2.4,59.56128349262603,
1,0,Images/Mother 1.jpg,1,6.0784,0.9132979139036188,0,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,,0,8,8,24,,,,,326.8638016000041,327.3647825999942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,326.6983886999951,326.6983886999951,326.6983886999951,1,1,0.1411221999733243,None,,,,,,,,,001,A,2022-10-21_18h57.52.159,psychopy,2022.2.4,59.56128349262603,
1,0,Images/Mother 5.jpg,1,5.9438,0.9122496176418544,0,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,,0,9,9,74,,,,,327.6139280999778,328.11425449998933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,327.3647825999942,327.3647825999942,327.3647825999942,1,1,0.226790799992159,None,,,,,,,,,001,A,2022-10-21_18h57.52.159,psychopy,2022.2.4,59.56128349262603,
1,0,Images/Tornado 4.jpg,2,2.7192,0.04515441392123898,0,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,,0,10,10,2,,,,,328.3644166000013,328.86345889998483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,328.11425449998933,328.11425449998933,328.11425449998933,1,0,0.22970500000519678,None,,,,,,,,,001,A,2022-10-21_18h57.52.159,psychopy,2022.2.4,59.56128349262603,
1,0,Images/Tornado 1.jpg,2,2.1274,0.9673555153821882,0,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,,0,11,11,36,,,,,329.09713219999685,329.5987146999978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,328.86345889998483,328.86345889998483,328.86345889998483,1,0,0.21695370000088587,None,,,,,,,,,001,A,2022-10-21_18h57.52.159,psychopy,2022.2.4,59.56128349262603,
1,0,Images/Dog 18.jpg,1,6.1614,0.7399603693185757,0,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,,0,12,12,35,,,,,329.8634348999767,330.36369529998046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329.5987146999978,329.5987146999978,329.5987146999978,1,1,0.23373529998934828,None,,,,,,,,,001,A,2022-10-21_18h57.52.159,psychopy,2022.2.4,59.56128349262603,
1,0,Images/Frustrated pose 1.jpg,1,2.3937,0.7929639094339582,0,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,,0,13,13,3,,,,,330.596567200002,331.0999621999799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,330.36369529998046,330.36369529998046,330.36369529998046,1,1,0.2120842000003904,None,,,,,,,,,001,A,2022-10-21_18h57.52.159,psychopy,2022.2.4,59.56128349262603,
1,0,Images/Scared face 3.jpg,1,3.0377,0.39989359561204807,0,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,,0,14,14,5,,,,,331.38016689999495,331.8824154000031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,331.0999621999799,331.0999621999799,331.0999621999799,1,1,0.2511629000073299,None,,,,,,,,,001,A,2022-10-21_18h57.52.159,psychopy,2022.2.4,59.56128349262603,
1,0,Images/Horse 1.jpg,1,5.9469,0.9714181382810801,0,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,,0,15,15,75,,,,,332.1800014000037,332.68042419999256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,331.8824154000031,331.8824154000031,331.8824154000031,1,1,0.2763856000092346,None,,,,,,,,,001,A,2022-10-21_18h57.52.159,psychopy,2022.2.4,59.56128349262603,
1,0,Images/Intensity 1.jpg,1,2.8252,0.013798226426593896,0,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,,0,16,16,76,,,,,332.9636416999856,333.4644350000017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,332.68042419999256,332.68042419999256,332.68042419999256,1,1,0.2550280000141356,None,,,,,,,,,001,A,2022-10-21_18h57.52.159,psychopy,2022.2.4,59.56128349262603,
1,0,Images/Dead bodies 2.jpg,1,1.2275,0.7641621579010838,0,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,,0,17,17,53,,,,,333.74731399997836,334.2494108999963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,333.4644350000017,333.4644350000017,333.4644350000017,1,1,0.2631739999924321,None,,,,,,,,,001,A,2022-10-21_18h57.52.159,psychopy,2022.2.4,59.56128349262603,
1,0,Images/Sidewalk 6.jpg,2,2.7978,0.6901193111063584,0,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,,0,18,18,79,,,,,334.93070539998007,335.43152409998584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334.2494108999963,334.2494108999963,334.2494108999963,1,0,0.6538217999914195,None,,,,,,,,,001,A,2022-10-21_18h57.52.159,psychopy,2022.2.4,59.56128349262603,
1,0,Images/Bloody knife 1.jpg,2,1.8704,0.40700126922211854,0,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,,0,19,19,23,,,,,335.9309828999976,336.4462498999783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,335.43152409998584,335.43152409998584,335.43152409998584,1,0,0.4722751000081189,None,,,,,,,,,001,A,2022-10-21_18h57.52.159,psychopy,2022.2.4,59.56128349262603,
1,0,Images/Weapon 1.jpg,2,2.8209,0.6541081478461332,0,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,,0,20,20,16,,,,,336.78047729999525,337.28084110000054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336.4462498999783,336.4462498999783,336.4462498999783,1,0,0.30570570001145825,None,,,,,,,,,001,A,2022-10-21_18h57.52.159,psychopy,2022.2.4,59.56128349262603,
1,0,Images/Hangover 1.jpg,1,2.3921,0.5142622623412806,0,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,,0,21,21,45,,,,,337.63048100000015,338.1320802999835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,337.28084110000054,337.28084110000054,337.28084110000054,1,1,0.31796220000251196,None,,,,,,,,,001,A,2022-10-21_18h57.52.159,psychopy,2022.2.4,59.56128349262603,
1,0,Images/Elephant 1.jpg,1,5.8272,0.8577314539099176,0,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,,0,22,22,40,,,,,338.54729839999345,339.05060699998285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,338.1320802999835,338.1320802999835,338.1320802999835,1,1,0.39643249998334795,None,,,,,,,,,001,A,2022-10-21_18h57.52.159,psychopy,2022.2.4,59.56128349262603,
1,0,Images/Massage 2.jpg,1,5.7288,0.09629380336666227,0,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,,0,23,23,72,,,,,339.63055400000303,340.13681669998914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,339.05060699998285,339.05060699998285,339.05060699998285,1,1,0.5482082999951672,None,,,,,,,,,001,A,2022-10-21_18h57.52.159,psychopy,2022.2.4,59.56128349262603,
1,0,Images/Frustrated pose 5.jpg,1,2.481,0.28553188401789653,0,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,,0,24,24,10,,,,,340.4306961999973,340.93020659999456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340.13681669998914,340.13681669998914,340.13681669998914,1,1,0.2620522999786772,None,,,,,,,,,001,A,2022-10-21_18h57.52.159,psychopy,2022.2.4,59.56128349262603,
1,0,Images/Cold 8.jpg,2,5.5742,0.37572133397548513,0,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,,0,25,25,30,,,,,341.28071269998327,341.78243120000116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340.93020659999456,340.93020659999456,340.93020659999456,1,0,0.33292630000505596,None,,,,,,,,,001,A,2022-10-21_18h57.52.159,psychopy,2022.2.4,59.56128349262603,
1,0,Images/Birthday 3.jpg,2,5.5506,0.43820828115997645,0,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,,0,26,26,61,,,,,342.1638598999998,342.66536949999863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341.78243120000116,341.78243120000116,341.78243120000116,1,0,0.3617268000089098,None,,,,,,,,,001,A,2022-10-21_18h57.52.159,psychopy,2022.2.4,59.56128349262603,
1,0,Images/Injury 1.jpg,1,1.9865,0.2889058122637327,0,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,,0,27,27,13,,,,,343.680019899999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342.66536949999863,342.66536949999863,342.66536949999863,None,0,,None,,,,,,,,,001,A,2022-10-21_18h57.52.159,psychopy,2022.2.4,59.56128349262603,
1,0,Images/Wedding 2.jpg,1,5.7601,0.3581969197952043,0,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,,0,28,28,37,,,,,344.64711170000373,345.1502762000018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,344.1805498999893,344.1805498999893,344.1805498999893,1,1,0.450197099999059,None,,,,,,,,,001,A,2022-10-21_18h57.52.159,psychopy,2022.2.4,59.56128349262603,
1,0,Images/Baby 6.jpg,1,6.0604,0.26349201258450206,0,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,,0,29,29,65,,,,,345.54728179998347,346.0467587999883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,345.1502762000018,345.1502762000018,345.1502762000018,1,1,0.36857149997376837,None,,,,,,,,,001,A,2022-10-21_18h57.52.159,psychopy,2022.2.4,59.56128349262603,
1,0,Images/Lake 3.jpg,2,5.9732,0.8722939171423078,0,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,,0,30,30,22,,,,,346.73008389997995,347.23046989997965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346.0467587999883,346.0467587999883,346.0467587999883,1,0,0.6651097999711055,None,,,,,,,,,001,A,2022-10-21_18h57.52.159,psychopy,2022.2.4,59.56128349262603,
1,0,Images/Galaxy 4.jpg,2,5.4342,0.26067261265936803,0,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,,0,31,31,18,,,,,347.6640325000044,348.1635498999967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,347.23046989997965,347.23046989997965,347.23046989997965,1,0,0.40953400000580586,None,,,,,,,,,001,A,2022-10-21_18h57.52.159,psychopy,2022.2.4,59.56128349262603,
1,0,Images/Fireworks 2.jpg,2,6.277,0.9574516434771356,0,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,,0,32,32,21,,,,,348.5144764999859,349.013647499989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,348.1635498999967,348.1635498999967,348.1635498999967,1,0,0.33161829999880865,None,,,,,,,,,001,A,2022-10-21_18h57.52.159,psychopy,2022.2.4,59.56128349262603,
1,0,Images/Sad pose 4.jpg,1,2.8282,0.528378645398541,0,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,,0,33,33,26,,,,,349.43033699999796,349.9307640999905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349.013647499989,349.013647499989,349.013647499989,1,1,0.3859107999887783,None,,,,,,,,,001,A,2022-10-21_18h57.52.159,psychopy,2022.2.4,59.56128349262603,
