nRepsTask1,nRepsTask2,ImageFile,AnimateInanimate,ValenceScore,Rand,controlTaskOrder.thisRepN,controlTaskOrder.thisTrialN,controlTaskOrder.thisN,controlTaskOrder.thisIndex,part1.thisRepN,part1.thisTrialN,part1.thisN,part1.thisIndex,trialsStudyImages.thisRepN,trialsStudyImages.thisTrialN,trialsStudyImages.thisN,trialsStudyImages.thisIndex,trialsTest1_1.thisRepN,trialsTest1_1.thisTrialN,trialsTest1_1.thisN,trialsTest1_1.thisIndex,trialsTest1_2.thisRepN,trialsTest1_2.thisTrialN,trialsTest1_2.thisN,trialsTest1_2.thisIndex,trialsTest1_3.thisRepN,trialsTest1_3.thisTrialN,trialsTest1_3.thisN,trialsTest1_3.thisIndex,trialsTest1_4.thisRepN,trialsTest1_4.thisTrialN,trialsTest1_4.thisN,trialsTest1_4.thisIndex,part2.thisRepN,part2.thisTrialN,part2.thisN,part2.thisIndex,trialsStudyImages2.thisRepN,trialsStudyImages2.thisTrialN,trialsStudyImages2.thisN,trialsStudyImages2.thisIndex,trialsTestImages2_1.thisRepN,trialsTestImages2_1.thisTrialN,trialsTestImages2_1.thisN,trialsTestImages2_1.thisIndex,trialsTestImages2_2.thisRepN,trialsTestImages2_2.thisTrialN,trialsTestImages2_2.thisN,trialsTestImages2_2.thisIndex,trialsTestImages2_3.thisRepN,trialsTestImages2_3.thisTrialN,trialsTestImages2_3.thisN,trialsTestImages2_3.thisIndex,trialsTestImages2_4.thisRepN,trialsTestImages2_4.thisTrialN,trialsTestImages2_4.thisN,trialsTestImages2_4.thisIndex,key_resp.started,WelcomeText.started,key_resp.keys,key_resp.rt,text_2.started,text_2.stopped,key_resp_2.started,ConsentText.started,key_resp_2.keys,key_resp_2.rt,key_resp_3.started,InstructionText.started,key_resp_3.keys,key_resp_3.rt,key_resp_8.started,text_7.started,key_resp_8.keys,key_resp_8.rt,text_4.started,key_resp_4.started,key_resp_4.keys,key_resp_4.rt,image.started,key_resp_7.started,joystick.started,joystick.stopped,key_resp_7.keys,key_resp_7.corr,key_resp_7.rt,joystick.x,joystick.y,joystick.button_0,joystick.button_1,joystick.button_2,joystick.button_3,joystick.button_4,joystick.button_5,joystick.button_6,joystick.button_7,joystick.button_8,joystick.button_9,joystick.button_10,joystick.time,text_6.started,key_resp_6.started,key_resp_6.keys,key_resp_6.rt,image_2.started,key_resp_9.started,button_resp.started,button_resp.stopped,key_resp_9.keys,key_resp_9.corr,key_resp_9.rt,button_resp.keys,text_5.started,key_resp_5.started,key_resp_5.keys,key_resp_5.rt,key_resp_10.started,image_3.started,key_resp_10.keys,key_resp_10.corr,key_resp_10.rt,key_resp_11.started,image_4.started,key_resp_11.keys,key_resp_11.corr,key_resp_11.rt,key_resp_12.started,image_5.started,key_resp_12.keys,key_resp_12.corr,key_resp_12.rt,text_8.started,key_resp_13.started,key_resp_13.keys,key_resp_13.rt,key_resp_14.started,image_7.started,key_resp_14.keys,key_resp_14.rt,text_9.started,key_resp_15.started,key_resp_15.keys,key_resp_15.rt,key_resp_16.started,image_6.started,key_resp_16.keys,key_resp_16.corr,key_resp_16.rt,key_resp_17.started,image_8.started,key_resp_17.keys,key_resp_17.corr,key_resp_17.rt,key_resp_18.started,image_9.started,key_resp_18.keys,key_resp_18.corr,key_resp_18.rt,key_resp_19.started,image_10.started,key_resp_19.keys,key_resp_19.corr,key_resp_19.rt,key_resp_20.started,text_3.started,key_resp_20.keys,key_resp_20.rt,participant,session,group,date,expName,psychopyVersion,frameRate,
0,1,Images/Picnic 1.jpg,2,6.0998,0.8333126648555074,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,0,11,11,10,,,,,,,,,,,,,,,,,1529.3468806999736,1529.8494094000198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1528.7662352002226,1528.7662352002226,1,0,0.553503199480474,,,,,,,,,,,,,,,,,,,,sangjun,001,A,2022-10-17_14h26.28.579,psychopy,2022.2.4,60.08766788947518,
0,1,Images/Birthday 3.jpg,1,5.5506,0.319524409358253,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,0,12,12,1,,,,,,,,,,,,,,,,,1530.4967416999862,1530.9980347999372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1529.8494094000198,1529.8494094000198,2,0,0.6148271993733943,,,,,,,,,,,,,,,,,,,,sangjun,001,A,2022-10-17_14h26.28.579,psychopy,2022.2.4,60.08766788947518,
0,1,Images/Massage 2.jpg,2,5.7288,0.884560452207011,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,0,13,13,12,,,,,,,,,,,,,,,,,1531.7466033999808,1532.2468285001814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1530.9980347999372,1530.9980347999372,1,0,0.721779799554497,,,,,,,,,,,,,,,,,,,,sangjun,001,A,2022-10-17_14h26.28.579,psychopy,2022.2.4,60.08766788947518,
0,1,Images/Bird 3.jpg,2,6.0495,0.012961172525481013,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,0,14,14,9,,,,,,,,,,,,,,,,,1532.9302407000214,1533.4295220002532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1532.2468285001814,1532.2468285001814,1,0,0.6644481993280351,,,,,,,,,,,,,,,,,,,,sangjun,001,A,2022-10-17_14h26.28.579,psychopy,2022.2.4,60.08766788947518,
0,1,Images/Jail 2.jpg,1,1.9691,0.8398600376243888,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,0,15,15,4,,,,,,,,,,,,,,,,,1534.0304785002954,1534.5298403003253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1533.4295220002532,1533.4295220002532,2,0,0.5794995999895036,,,,,,,,,,,,,,,,,,,,sangjun,001,A,2022-10-17_14h26.28.579,psychopy,2022.2.4,60.08766788947518,
0,1,Images/Mother 5.jpg,2,5.9438,0.0898926956017535,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,0,16,16,14,,,,,,,,,,,,,,,,,1535.079983000178,1535.5798929003067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1534.5298403003253,1534.5298403003253,1,0,0.5181929995305836,,,,,,,,,,,,,,,,,,,,sangjun,001,A,2022-10-17_14h26.28.579,psychopy,2022.2.4,60.08766788947518,
0,1,Images/Soldiers 7.jpg,2,2.5465,0.2696768289046516,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,0,17,17,2,,,,,,,,,,,,,,,,,1536.1632677000016,1536.663183100056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1535.5798929003067,1535.5798929003067,1,0,0.5652389000169933,,,,,,,,,,,,,,,,,,,,sangjun,001,A,2022-10-17_14h26.28.579,psychopy,2022.2.4,60.08766788947518,
0,1,Images/Sad pose 1.jpg,2,2.8801,0.19381369440426544,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,0,18,18,11,,,,,,,,,,,,,,,,,1537.1463338001631,1537.6463279002346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1536.663183100056,1536.663183100056,1,0,0.4565397994592786,,,,,,,,,,,,,,,,,,,,sangjun,001,A,2022-10-17_14h26.28.579,psychopy,2022.2.4,60.08766788947518,
0,1,Images/Sidewalk 6.jpg,1,2.7978,0.47506612754185906,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,0,19,19,19,,,,,,,,,,,,,,,,,1538.1630779001862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1537.6463279002346,1537.6463279002346,2,0,0.4969604997895658,,,,,,,,,,,,,,,,,,,,sangjun,001,A,2022-10-17_14h26.28.579,psychopy,2022.2.4,60.08766788947518,
0,1,Images/Couple 8.jpg,2,5.7678,0.2950874497117757,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,0,0,8,,,,,,,,,,,,,1539.9968882002868,1540.4981746999547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1538.6641035000794,1538.6641035000794,space,0.5672197993844748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1539.2754301000386,1539.2754301000386,1,0,0.6931763999164104,,,,,,,,,,,,,,,sangjun,001,A,2022-10-17_14h26.28.579,psychopy,2022.2.4,60.08766788947518,
0,1,Images/Garbage dump 3.jpg,1,2.0219,0.350393201470347,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,1,1,12,,,,,,,,,,,,,1541.0135242003016,1541.515095599927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1540.4981746999547,1540.4981746999547,2,0,0.49361349968239665,,,,,,,,,,,,,,,sangjun,001,A,2022-10-17_14h26.28.579,psychopy,2022.2.4,60.08766788947518,
0,1,Images/Dog 2.jpg,2,5.9348,0.8224751356721797,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,2,2,14,,,,,,,,,,,,,1541.9800108000636,1542.481607499998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1541.515095599927,1541.515095599927,1,0,0.4373307996429503,,,,,,,,,,,,,,,sangjun,001,A,2022-10-17_14h26.28.579,psychopy,2022.2.4,60.08766788947518,
0,1,Images/Dead bodies 2.jpg,2,1.2275,0.1919382765632477,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,3,3,13,,,,,,,,,,,,,1543.0308980001137,1543.5302319000475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1542.481607499998,1542.481607499998,1,0,0.5185446999967098,,,,,,,,,,,,,,,sangjun,001,A,2022-10-17_14h26.28.579,psychopy,2022.2.4,60.08766788947518,
0,1,Images/Miserable pose 5.jpg,2,2.9754,0.8891439707630439,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,4,4,19,,,,,,,,,,,,,1543.9800905003212,1544.480314000044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1543.5302319000475,1543.5302319000475,1,0,0.429919499438256,,,,,,,,,,,,,,,sangjun,001,A,2022-10-17_14h26.28.579,psychopy,2022.2.4,60.08766788947518,
0,1,Images/Frustrated pose 2.jpg,2,2.6481,0.9835247849574866,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,5,5,9,,,,,,,,,,,,,1544.8804415999912,1545.3799554002471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1544.480314000044,1544.480314000044,1,0,0.3756741997785866,,,,,,,,,,,,,,,sangjun,001,A,2022-10-17_14h26.28.579,psychopy,2022.2.4,60.08766788947518,
0,1,Images/Flowers 9.jpg,1,5.9383,0.9019314780175947,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,6,6,16,,,,,,,,,,,,,1545.8801557999104,1546.379434400238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1545.3799554002471,1545.3799554002471,2,0,0.47660449938848615,,,,,,,,,,,,,,,sangjun,001,A,2022-10-17_14h26.28.579,psychopy,2022.2.4,60.08766788947518,
0,1,Images/Gun 4.jpg,1,2.9016,0.4797988948390023,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,7,7,15,,,,,,,,,,,,,1546.9469035002403,1547.4469603002071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1546.379434400238,1546.379434400238,2,0,0.5403249994851649,,,,,,,,,,,,,,,sangjun,001,A,2022-10-17_14h26.28.579,psychopy,2022.2.4,60.08766788947518,
0,1,Images/Lake 2.jpg,1,6.3635,0.6280847881706122,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,8,8,6,,,,,,,,,,,,,1547.9466677000746,1548.4466021000408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1547.4469603002071,1547.4469603002071,2,0,0.47329309955239296,,,,,,,,,,,,,,,sangjun,001,A,2022-10-17_14h26.28.579,psychopy,2022.2.4,60.08766788947518,
0,1,Images/Flowers 6.jpg,1,5.9556,0.947680247901311,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,9,9,1,,,,,,,,,,,,,1549.0133103001863,1549.5129184001125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1548.4466021000408,1548.4466021000408,2,0,0.538028999697417,,,,,,,,,,,,,,,sangjun,001,A,2022-10-17_14h26.28.579,psychopy,2022.2.4,60.08766788947518,
0,1,Images/Bridge 1.jpg,1,5.9383,0.7280776864007487,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,10,10,10,,,,,,,,,,,,,1550.1638501002453,1550.6635834001936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1549.5129184001125,1549.5129184001125,2,0,0.6318631996400654,,,,,,,,,,,,,,,sangjun,001,A,2022-10-17_14h26.28.579,psychopy,2022.2.4,60.08766788947518,
0,1,Images/Lake 12.jpg,1,6.4088,0.434259541522947,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,11,11,17,,,,,,,,,,,,,1551.2129966001958,1551.7137800003402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1550.6635834001936,1550.6635834001936,2,0,0.5287321000359952,,,,,,,,,,,,,,,sangjun,001,A,2022-10-17_14h26.28.579,psychopy,2022.2.4,60.08766788947518,
0,1,Images/Hangover 1.jpg,2,2.3921,0.5202939654083889,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,12,12,5,,,,,,,,,,,,,1552.3299786001444,1552.845424500294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1551.7137800003402,1551.7137800003402,1,0,0.5898290993645787,,,,,,,,,,,,,,,sangjun,001,A,2022-10-17_14h26.28.579,psychopy,2022.2.4,60.08766788947518,
0,1,Images/Lake 10.jpg,1,6.125,0.5595361608030758,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,13,13,4,,,,,,,,,,,,,1553.6137562002987,1554.1150408000685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1552.845424500294,1552.845424500294,2,0,0.7390425996854901,,,,,,,,,,,,,,,sangjun,001,A,2022-10-17_14h26.28.579,psychopy,2022.2.4,60.08766788947518,
0,1,Images/Flowers 1.jpg,1,5.8142,0.5523292819921903,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,14,14,3,,,,,,,,,,,,,1554.7800553003326,1555.2809272999875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1554.1150408000685,1554.1150408000685,2,0,0.6442820997908711,,,,,,,,,,,,,,,sangjun,001,A,2022-10-17_14h26.28.579,psychopy,2022.2.4,60.08766788947518,
0,1,Images/Car Accident 3.jpg,1,2.7945,0.0434178592037221,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,15,15,18,,,,,,,,,,,,,1556.3637350001372,1556.862866499927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1555.2809272999875,1555.2809272999875,2,0,1.0638297996483743,,,,,,,,,,,,,,,sangjun,001,A,2022-10-17_14h26.28.579,psychopy,2022.2.4,60.08766788947518,
0,1,Images/Fireworks 3.jpg,1,6.0651,0.6482747677270315,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,16,16,7,,,,,,,,,,,,,1557.5137475999072,1558.0130563001148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1556.862866499927,1556.862866499927,2,0,0.6257807994261384,,,,,,,,,,,,,,,sangjun,001,A,2022-10-17_14h26.28.579,psychopy,2022.2.4,60.08766788947518,
0,1,Images/Gun 6.jpg,1,2.9016,0.5624552116796375,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,17,17,2,,,,,,,,,,,,,1558.9967881003395,1559.4976031999104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1558.0130563001148,1558.0130563001148,1,1,0.9542671996168792,,,,,,,,,,,,,,,sangjun,001,A,2022-10-17_14h26.28.579,psychopy,2022.2.4,60.08766788947518,
0,1,Images/Galaxy 2.jpg,1,5.7867,0.3193577863328001,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,18,18,11,,,,,,,,,,,,,1560.513505199924,1561.0151192001067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1559.4976031999104,1559.4976031999104,2,0,0.9900823999196291,,,,,,,,,,,,,,,sangjun,001,A,2022-10-17_14h26.28.579,psychopy,2022.2.4,60.08766788947518,
0,1,Images/Elephant 1.jpg,2,5.8272,0.727686106610318,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,19,19,0,,,,,,,,,,,,,1561.7635306003504,1562.2635030001402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1561.0151192001067,1561.0151192001067,1,0,0.7204933995380998,,,,,,,,,,,,,,,sangjun,001,A,2022-10-17_14h26.28.579,psychopy,2022.2.4,60.08766788947518,
0,1,Images/Tornado 1.jpg,1,2.1274,0.9789774589903122,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,0,0,0,16,,,,,,,,,1563.6967493002303,1564.1971460003406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1562.2635030001402,1562.2635030001402,space,0.5611223997548223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1562.8550102999434,1562.8550102999434,2,0,0.8171469997614622,,,,,,,,,,sangjun,001,A,2022-10-17_14h26.28.579,psychopy,2022.2.4,60.08766788947518,
0,1,Images/Wedding 6.jpg,2,6.0481,0.12578285099061193,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,0,1,1,11,,,,,,,,,1565.1969505003653,1565.6983913001604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1564.1971460003406,1564.1971460003406,1,0,0.9796835999004543,,,,,,,,,,sangjun,001,A,2022-10-17_14h26.28.579,psychopy,2022.2.4,60.08766788947518,
0,1,Images/Cold 8.jpg,1,5.5742,0.09933488783748268,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,0,2,2,10,,,,,,,,,1566.5975306001492,1567.1000810000114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1565.6983913001604,1565.6983913001604,2,0,0.87034219969064,,,,,,,,,,sangjun,001,A,2022-10-17_14h26.28.579,psychopy,2022.2.4,60.08766788947518,
0,1,Images/Cat 4.jpg,2,5.798,0.9372100198237938,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,0,3,3,18,,,,,,,,,1567.8629443002865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1567.1000810000114,1567.1000810000114,1,0,0.7389301992952824,,,,,,,,,,sangjun,001,A,2022-10-17_14h26.28.579,psychopy,2022.2.4,60.08766788947518,
0,1,Images/Sleepy pose 1.jpg,2,2.603,0.5695928638932991,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,0,4,4,0,,,,,,,,,1568.963364600204,1569.4637951003388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1568.3631613999605,1568.3631613999605,1,0,0.5727094993926585,,,,,,,,,,sangjun,001,A,2022-10-17_14h26.28.579,psychopy,2022.2.4,60.08766788947518,
0,1,Images/Wedding 2.jpg,2,5.7601,0.5638941834844101,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,0,5,5,17,,,,,,,,,1570.2800660002977,1570.78184590023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1569.4637951003388,1569.4637951003388,1,0,0.7927258992567658,,,,,,,,,,sangjun,001,A,2022-10-17_14h26.28.579,psychopy,2022.2.4,60.08766788947518,
0,1,Images/Flowers 1.jpg,1,5.8142,0.503281834412867,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,0,6,6,5,,,,,,,,,1572.8463651002385,1573.3464176999405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1570.78184590023,1570.78184590023,2,0,2.034768299665302,,,,,,,,,,sangjun,001,A,2022-10-17_14h26.28.579,psychopy,2022.2.4,60.08766788947518,
0,1,Images/Fireworks 2.jpg,1,6.277,0.6055150196406405,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,0,7,7,1,,,,,,,,,1574.0969068999402,1574.5966443000361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1573.3464176999405,1573.3464176999405,2,0,0.7249805997125804,,,,,,,,,,sangjun,001,A,2022-10-17_14h26.28.579,psychopy,2022.2.4,60.08766788947518,
0,1,Images/Excited face 2.jpg,2,5.8009,0.4654741506832626,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,0,8,8,14,,,,,,,,,1575.2964095002972,1575.7983055002987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1574.5966443000361,1574.5966443000361,1,0,0.6756617994979024,,,,,,,,,,sangjun,001,A,2022-10-17_14h26.28.579,psychopy,2022.2.4,60.08766788947518,
0,1,Images/Beach 2.jpg,1,6.2944,0.9995304220425305,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,0,9,9,19,,,,,,,,,1576.9794735000469,1577.4808545000851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1575.7983055002987,1575.7983055002987,2,0,1.1542918994091451,,,,,,,,,,sangjun,001,A,2022-10-17_14h26.28.579,psychopy,2022.2.4,60.08766788947518,
0,1,Images/Sad pose 4.jpg,2,2.8282,0.6332941131495494,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,0,10,10,6,,,,,,,,,1578.9135512001812,1579.412934300024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1577.4808545000851,1577.4808545000851,1,0,1.4157637995667756,,,,,,,,,,sangjun,001,A,2022-10-17_14h26.28.579,psychopy,2022.2.4,60.08766788947518,
0,1,Images/Baby 5.jpg,2,6.1553,0.727386849229867,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,0,11,11,9,,,,,,,,,1579.9963483000174,1580.4968725000508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1579.412934300024,1579.412934300024,1,0,0.5631885998882353,,,,,,,,,,sangjun,001,A,2022-10-17_14h26.28.579,psychopy,2022.2.4,60.08766788947518,
